AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,Breed,Color,age_months,Pure
A665352,,2013-10-22 17:06:00,Adoption,,Dog,Spayed Female,port water dog mix,Black/Gray,12.0,No
A715594,Julian,2015-12-03 15:16:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Black,4.0,No
A699222,Scruffy,2015-06-19 18:43:00,Transfer,Partner,Dog,Neutered Male,beagle mix,Tricolor,72.0,No
A687559,,2014-09-07 11:30:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Brown Tabby,1.0,No
A672475,Shatu,2014-02-12 16:58:00,Return_to_owner,,Dog,Neutered Male,cairn terrier,Tan,72.0,Yes
A708598,Chinchilla,2015-08-03 18:40:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Brown Tabby/White,2.0,No
A689490,Zues,2014-10-10 14:47:00,Adoption,,Dog,Neutered Male,anatol shepherd mix,Tan/White,24.0,No
A692369,Jack,2014-11-20 14:09:00,Euthanasia,Rabies Risk,Dog,Neutered Male,great dane mix,Black/White,12.0,No
A699157,Widget,2015-03-25 16:36:00,Return_to_owner,,Dog,Intact Male,yorkshire terrier mix,Tricolor/Silver,156.0,No
A692819,Spider,2014-12-07 12:45:00,Return_to_owner,,Dog,Neutered Male,american staffordshire terrier mix,Black/White,24.0,No
A689661,Daisy,2014-10-11 15:45:00,Transfer,Partner,Dog,Intact Female,chihuahua shorthair mix,White,24.0,No
A692958,,2014-11-29 14:54:00,Transfer,Partner,Dog,Intact Female,chihuahua shorthair mix,White/Tan,2.0,No
A638551,Almonzo,2015-08-30 13:22:00,Adoption,,Cat,Neutered Male,domestic longhair mix,Black/White,36.0,No
A495308,Sheila,2015-02-27 12:05:00,Return_to_owner,,Dog,Spayed Female,pit bull/pug,Brown Brindle,120.0,No
A711938,,2015-09-18 18:28:00,Adoption,,Dog,Neutered Male,dachshund/chinese sharpei,Black/Tan,4.0,No
A706494,,2015-07-07 06:50:00,Died,In Foster,Cat,Unknown,domestic shorthair mix,Brown Tabby/White,0.25,No
A669168,Rafiki,2013-12-19 17:19:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Brown Tabby,12.0,No
A687234,Scout,2014-11-23 13:09:00,Transfer,Partner,Dog,Spayed Female,american pit bull terrier mix,Fawn/White,24.0,No
A664355,Jewels,2013-10-03 13:07:00,Return_to_owner,,Dog,Spayed Female,miniature poodle mix,Black,48.0,No
A700386,Skeeter,2015-09-01 08:59:00,Adoption,Foster,Dog,Neutered Male,jack russell terrier/chihuahua shorthair,White/Brown,12.0,No
A705566,Buddy,2015-06-23 17:14:00,Adoption,,Dog,Neutered Male,boxer/bulldog,Brown/White,12.0,No
A715046,Sam,2015-11-08 16:47:00,Return_to_owner,,Dog,Neutered Male,labrador retriever mix,Brown,24.0,No
A690359,,2014-10-23 17:14:00,Adoption,,Dog,Neutered Male,labrador retriever mix,Tan/White,4.0,No
A665458,Nena,2013-10-22 17:49:00,Adoption,,Cat,Intact Female,domestic medium hair mix,Blue/White,2.0,No
A697763,Potsy,2015-03-22 13:25:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Blue/White,24.0,No
A687132,Benz,2014-09-04 18:34:00,Return_to_owner,,Dog,Neutered Male,german shepherd,Brown/Black,24.0,Yes
A690600,Chance,2014-10-28 15:33:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Brown Tabby/White,4.0,No
A711340,,2015-09-05 14:22:00,Euthanasia,Suffering,Dog,Intact Female,staffordshire mix,Brown Brindle,24.0,No
A707398,Patches,2015-07-12 13:42:00,Return_to_owner,,Dog,Neutered Male,chihuahua shorthair mix,White/Brown Brindle,60.0,No
A664148,,2013-10-10 15:32:00,Return_to_owner,,Dog,Unknown,chihuahua shorthair mix,Brown,0.5,No
A703645,Moxie,2015-05-31 18:48:00,Adoption,,Dog,Spayed Female,irish terrier mix,Sable,5.0,No
A686891,Nattie,2014-09-06 16:58:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Black,7.0,No
A679990,Chui,2014-07-28 18:41:00,Adoption,,Cat,Neutered Male,domestic longhair,Black,3.0,Yes
A715706,,2015-11-08 17:48:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Black/White,1.0,No
A688377,Rosie,2014-12-02 08:28:00,Adoption,Foster,Dog,Spayed Female,australian kelpie mix,Black,11.0,No
A708187,Lucia,2015-08-01 13:00:00,Transfer,Partner,Cat,Spayed Female,siamese mix,Tortie Point,12.0,No
A671796,Franklin,2014-02-03 14:30:00,Transfer,Partner,Cat,Neutered Male,siamese mix,Flame Point,9.0,No
A705501,Chato,2015-06-27 13:19:00,Return_to_owner,,Dog,Intact Male,boxer,Black Brindle/White,3.0,Yes
A687354,,2014-09-08 17:13:00,Adoption,,Dog,Neutered Male,yorkshire terrier mix,Tan,10.0,No
A702257,,2015-05-25 14:13:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Black/White,1.0,No
A681293,Biskit,2014-07-21 19:34:00,Adoption,,Dog,Spayed Female,feist mix,Brown/White,7.0,No
A713898,,2015-10-15 12:30:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Tortie,0.75,No
A686999,Levi,2014-09-05 15:48:00,Adoption,,Dog,Neutered Male,siberian husky mix,Brown/Cream,10.0,No
A673951,,2014-03-06 14:29:00,Transfer,SCRP,Cat,Unknown,domestic medium hair mix,Black,8.0,No
A700668,Scruffles,2015-05-02 14:00:00,Adoption,,Dog,Neutered Male,norwich terrier mix,Brown,12.0,No
A685010,Rose,2014-08-10 17:30:00,Adoption,,Dog,Spayed Female,german shepherd mix,Brown/Black,5.0,No
A640106,Sam,2014-06-24 12:12:00,Return_to_owner,,Dog,Spayed Female,australian cattle dog mix,White/Brown Brindle,24.0,No
A699940,Denver,2015-04-05 14:12:00,Return_to_owner,,Dog,Neutered Male,whippet mix,Brown/Tan,12.0,No
A686809,,2014-08-27 15:19:00,Euthanasia,Suffering,Cat,Intact Female,domestic shorthair mix,Tortie,0.75,No
A706546,,2015-07-18 18:04:00,Adoption,Foster,Cat,Neutered Male,domestic shorthair mix,Black,1.0,No
A711483,Barney,2015-12-16 18:52:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Black Smoke,4.0,No
A685697,Catniss,2014-12-31 07:55:00,Adoption,Foster,Cat,Intact Female,domestic shorthair mix,Orange Tabby,5.0,No
A663817,Liberty,2013-10-12 18:29:00,Adoption,,Dog,Spayed Female,german shepherd mix,Black,48.0,No
A690533,Armani,2015-10-13 13:12:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Cream Tabby/White,12.0,No
A682405,Lady,2014-08-15 15:35:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Orange Tabby/White,2.0,No
A680168,Trouble,2014-07-02 14:39:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Silver Tabby,12.0,No
A682534,,2014-07-04 18:42:00,Transfer,Partner,Dog,Neutered Male,plott hound mix,Black/Blue Merle,4.0,No
A692318,Graves,2014-11-19 17:16:00,Transfer,Partner,Dog,Neutered Male,pug,Tan/Black,120.0,Yes
A586304,Ginger,2014-05-22 09:52:00,Euthanasia,Medical,Dog,Spayed Female,pit bull mix,Brown Brindle/White,36.0,No
A710007,,2015-08-16 09:00:00,Transfer,SCRP,Cat,Intact Male,domestic shorthair mix,Black,12.0,No
A644113,Mitzy,2015-07-04 15:09:00,Return_to_owner,,Dog,Spayed Female,yorkshire terrier,Tan/Blue,72.0,Yes
A684039,Cowboy,2014-07-23 16:36:00,Adoption,,Dog,Neutered Male,australian cattle dog/pembroke welsh corgi,Red Tick,24.0,No
A523371,Nala,2014-07-24 15:56:00,Return_to_owner,,Cat,Spayed Female,domestic shorthair mix,Brown Tabby,60.0,No
A378348,Frijolito,2014-04-23 07:43:00,Adoption,Foster,Dog,Neutered Male,german shepherd mix,Black/Brown,108.0,No
A707657,Henry,2015-07-22 18:42:00,Adoption,,Dog,Neutered Male,chihuahua longhair mix,Red,36.0,No
A666132,Mort,2013-12-07 18:58:00,Adoption,,Cat,Neutered Male,siamese mix,Chocolate Point,2.0,No
A679686,Fluff,2014-08-05 12:02:00,Adoption,Foster,Cat,Spayed Female,domestic shorthair mix,Brown Tabby/White,3.0,No
A717805,Zues,2015-12-16 14:10:00,Return_to_owner,,Dog,Intact Male,mastiff mix,Fawn,4.0,No
A701240,Theodore,2015-04-30 17:46:00,Adoption,,Dog,Neutered Male,rat terrier/boston terrier,Black/Brown Brindle,2.0,No
A705633,,2015-06-19 00:00:00,Transfer,Partner,Dog,Unknown,boxer mix,Black,1.0,No
A705161,,2015-06-15 15:47:00,Died,In Kennel,Dog,Unknown,american staffordshire terrier,White/Black,0.06666666666666667,Yes
A663615,Shadow,2013-10-13 14:58:00,Adoption,,Dog,Spayed Female,labrador retriever mix,Black,48.0,No
A678558,Bob,2014-05-10 18:18:00,Return_to_owner,,Dog,Neutered Male,lhasa apso,White/Black,36.0,Yes
A695855,,2015-01-28 17:52:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Brown Tabby,4.0,No
A700793,Gusgus,2015-06-16 12:05:00,Adoption,,Cat,Neutered Male,snowshoe mix,Seal Point/White,132.0,No
A691977,William,2014-11-25 14:03:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Black,84.0,No
A719530,Ty,2016-02-03 18:49:00,Adoption,,Dog,Neutered Male,labrador retriever mix,Red,3.0,No
A664702,Harley,2016-02-07 11:37:00,Return_to_owner,,Dog,Neutered Male,pit bull mix,White,72.0,No
A717983,Archive,2015-12-20 15:45:00,Return_to_owner,,Dog,Neutered Male,labrador retriever mix,Yellow,24.0,No
A710913,,2015-09-08 00:00:00,Adoption,,Dog,Spayed Female,chihuahua shorthair mix,Tan/White,24.0,No
A686112,,2014-08-20 14:06:00,Transfer,Partner,Dog,Intact Male,australian kelpie mix,Sable,0.75,No
A676685,,2014-04-25 18:58:00,Transfer,Partner,Dog,Neutered Male,yorkshire terrier mix,Tan/Black,24.0,No
A674335,Estrella,2014-03-16 12:38:00,Adoption,,Dog,Spayed Female,chihuahua shorthair/dachshund,Black/Tan,12.0,No
A690810,Lily,2014-11-25 14:10:00,Transfer,Partner,Cat,Spayed Female,domestic shorthair mix,White/Black,12.0,No
A704587,Vena,2015-06-09 17:54:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,White/Black,2.0,No
A595620,Alfred,2014-12-27 14:40:00,Adoption,,Dog,Neutered Male,basset hound mix,Tan/White,48.0,No
A672131,Kona,2014-02-10 15:51:00,Adoption,,Dog,Neutered Male,miniature pinscher/chihuahua shorthair,Black/Brown,12.0,No
A704988,Mia,2015-06-22 16:07:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Brown Tabby,3.0,No
A679707,,2014-06-08 12:18:00,Died,Enroute,Cat,Intact Female,domestic shorthair mix,Black/White,36.0,No
A592428,Buddy,2014-02-09 12:14:00,Return_to_owner,,Dog,Neutered Male,brittany,White/Brown,96.0,Yes
A699577,Joy,2015-05-10 14:46:00,Adoption,,Dog,Spayed Female,pit bull mix,Blue/White,12.0,No
A689038,Trouble,2014-10-01 14:01:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Orange Tabby,36.0,No
A691026,Daisy,2014-11-13 17:34:00,Adoption,,Dog,Spayed Female,chihuahua shorthair/dachshund,Red,12.0,No
A704310,Pico,2015-06-25 17:36:00,Adoption,Foster,Cat,Spayed Female,siamese mix,Calico Point,1.0,No
A679412,Marybell,2014-06-17 13:46:00,Transfer,Partner,Dog,Intact Female,pit bull mix,White/Brown,36.0,No
A697305,Snickers,2015-04-28 12:53:00,Adoption,Foster,Cat,Spayed Female,domestic shorthair mix,Tortie,8.0,No
A680236,Olivie,2014-05-31 17:27:00,Return_to_owner,,Cat,Spayed Female,domestic longhair mix,Torbie,36.0,No
A689133,Farley,2014-10-12 17:59:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Orange Tabby,2.0,No
A676454,Dina,2014-04-17 13:42:00,Transfer,Partner,Dog,Spayed Female,dachshund mix,Tan,84.0,No
A706780,,2015-07-15 17:30:00,Adoption,,Dog,Spayed Female,manchester terrier mix,Black/Tan,24.0,No
A715752,Jenni,2016-01-12 10:09:00,Adoption,Foster,Cat,Spayed Female,domestic shorthair mix,Brown Tabby,3.0,No
A688310,Duke,2015-03-28 12:40:00,Adoption,,Dog,Neutered Male,labrador retriever mix,Black,24.0,No
A698062,Lady,2015-03-09 17:20:00,Adoption,,Cat,Spayed Female,domestic medium hair mix,Brown Tabby,2.0,No
A665034,,2013-10-24 15:24:00,Transfer,SCRP,Cat,Intact Male,domestic medium hair mix,Orange Tabby/White,24.0,No
A664540,Baby Girl,2013-10-08 18:05:00,Return_to_owner,,Dog,Spayed Female,rat terrier mix,Tricolor,12.0,No
A713996,Perkins,2015-11-23 00:00:00,Transfer,Partner,Dog,Intact Male,chihuahua shorthair mix,Buff,48.0,No
A689739,,2014-10-09 12:02:00,Euthanasia,Suffering,Dog,Intact Female,cairn terrier mix,White/Brown,24.0,No
A698778,Batman,2015-04-21 11:07:00,Transfer,Partner,Dog,Neutered Male,pit bull mix,Brown/White,12.0,No
A687881,,2014-09-11 15:15:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Black/White,0.25,No
A691521,,2014-11-05 18:45:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Torbie,0.75,No
A691492,Big Ben,2014-11-11 13:58:00,Transfer,Partner,Dog,Neutered Male,manchester terrier mix,Brown Brindle,5.0,No
A702607,Maxie,2015-05-17 17:36:00,Return_to_owner,,Dog,Neutered Male,black/tan hound mix,Black/Tan,2.0,No
A710239,,2015-08-20 12:16:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,Brown Tabby,0.75,No
A716876,Cali,2015-11-27 15:14:00,Return_to_owner,,Dog,Spayed Female,plott hound/australian cattle dog,Tan/White,48.0,No
A700620,Han,2015-05-23 16:08:00,Adoption,,Dog,Neutered Male,catahoula mix,Black/White,24.0,No
A687596,,2014-09-07 17:06:00,Transfer,Partner,Cat,Intact Male,siamese mix,Lynx Point,0.25,No
A689482,Yogi,2015-08-12 11:03:00,Return_to_owner,,Dog,Neutered Male,pit bull mix,Brown/White,84.0,No
A691828,Lily,2014-11-15 15:02:00,Euthanasia,Aggressive,Dog,Intact Female,labrador retriever mix,Black/White,24.0,No
A720610,,2016-02-16 17:28:00,Adoption,,Dog,Neutered Male,blue lacy mix,Tan/White,2.0,No
A670753,Baxter,2014-01-17 15:08:00,Transfer,Partner,Dog,Intact Male,greyhound,Fawn/White,2.0,Yes
A703598,Tigger,2015-06-26 18:58:00,Adoption,Foster,Cat,Neutered Male,snowshoe mix,Lynx Point,1.0,No
A703422,,2015-05-29 14:46:00,Adoption,,Dog,Spayed Female,pembroke welsh corgi mix,Black/White,24.0,No
A683544,,2014-07-21 11:40:00,Transfer,Partner,Dog,Intact Female,pit bull mix,Black/White,0.25,No
A677947,Peewee,2014-05-06 13:43:00,Transfer,Partner,Dog,Intact Male,st. bernard rough coat/border collie,Tricolor,2.0,No
A699777,,2015-04-02 17:27:00,Transfer,Partner,Dog,Intact Female,australian shepherd/anatol shepherd,Red Merle,1.0,No
A683798,Mustachala,2014-07-23 18:06:00,Adoption,,Cat,Spayed Female,domestic medium hair mix,White/Black,12.0,No
A693226,Zen,2014-12-18 12:41:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Blue Tabby,4.0,No
A704497,Flynn,2015-06-30 12:13:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Brown Tabby,2.0,No
A669768,,2014-01-02 08:21:00,Transfer,Partner,Dog,Intact Female,labrador retriever mix,Black,2.0,No
A686362,Rocky,2014-09-23 13:00:00,Adoption,,Dog,Neutered Male,chihuahua shorthair mix,Brown Brindle/White,12.0,No
A673553,Daisy,2014-02-26 18:42:00,Return_to_owner,,Dog,Spayed Female,pit bull mix,Chocolate/White,36.0,No
A703495,Georgie,2015-06-25 19:16:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Cream Tabby,1.0,No
A685731,,2014-08-17 17:51:00,Adoption,,Dog,Spayed Female,labrador retriever mix,Black/White,2.0,No
A691253,Max,2014-11-03 11:20:00,Return_to_owner,,Cat,Neutered Male,domestic shorthair mix,Black/White,24.0,No
A707060,,2015-07-07 17:02:00,Euthanasia,Suffering,Cat,Intact Male,domestic shorthair mix,Black,1.0,No
A704632,,2015-06-08 11:10:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,White/Blue,0.1,No
A694989,Cooper,2015-01-31 13:06:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Black,96.0,No
A664894,Charlie,2013-10-14 18:47:00,Adoption,,Dog,Spayed Female,black mouth cur/dachshund,Tan/White,2.0,No
A694255,Collette,2014-12-29 18:12:00,Return_to_owner,,Cat,Intact Female,domestic shorthair mix,Black,2.0,No
A692188,Turkey,2014-12-23 12:18:00,Adoption,Foster,Cat,Spayed Female,domestic shorthair mix,Calico,2.0,No
A666310,Sofia,2013-12-04 12:45:00,Transfer,Partner,Cat,Spayed Female,domestic shorthair mix,Tortie,6.0,No
A703157,Rose,2015-06-10 19:42:00,Adoption,Foster,Cat,Spayed Female,domestic shorthair mix,Tortie,2.0,No
A685778,,2014-08-12 18:27:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Calico,0.75,No
A683896,Rascal,2014-07-24 18:54:00,Adoption,,Dog,Neutered Male,pit bull mix,Tan/White,2.0,No
A667387,Lulu,2013-12-19 14:42:00,Adoption,,Dog,Spayed Female,american staffordshire terrier mix,Black/White,6.0,No
A672347,Ransom,2014-07-27 17:38:00,Adoption,,Dog,Neutered Male,pit bull mix,Brown Brindle/White,24.0,No
A692529,Kerubina,2014-11-29 11:28:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Calico/White,12.0,No
A693254,Prince Charm,2014-12-21 18:23:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Orange Tabby/White,12.0,No
A720194,Quebee,2016-02-09 16:31:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Black,12.0,No
A705055,Maggie,2015-09-21 18:14:00,Adoption,,Dog,Spayed Female,pit bull/plott hound,Brown Brindle/White,24.0,No
A678125,Daenerys,2014-07-13 18:22:00,Adoption,Foster,Cat,Spayed Female,domestic shorthair mix,Brown Tabby,3.0,No
A601737,Little B,2015-01-11 17:46:00,Transfer,Partner,Dog,Spayed Female,pit bull mix,White,60.0,No
A712992,Tullia,2015-10-29 16:19:00,Adoption,,Dog,Spayed Female,dachshund mix,Black,12.0,No
A663958,Boris,2013-10-06 17:49:00,Adoption,,Dog,Neutered Male,siberian husky mix,Black/White,60.0,No
A681277,Champ,2014-07-06 17:22:00,Adoption,,Dog,Neutered Male,chihuahua shorthair/jack russell terrier,Sable/White,12.0,No
A685503,Brodie,2014-08-09 15:40:00,Return_to_owner,,Dog,Intact Male,boxer mix,Brown,120.0,No
A712777,Alvin,2015-09-28 16:26:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Orange Tabby/White,0.5,No
A701190,Kindo,2015-05-10 12:28:00,Adoption,,Dog,Neutered Male,yorkshire terrier mix,White/Tan,36.0,No
A683082,Chubs,2014-07-09 11:52:00,Return_to_owner,,Dog,Intact Male,pit bull mix,Blue/White,6.0,No
A668745,Parker,2013-12-19 15:05:00,Transfer,Partner,Dog,Neutered Male,black/tan hound/german shepherd,Black/Tan,8.0,No
A710364,Reuben,2015-08-29 16:22:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Blue Tabby,2.0,No
A701353,,2015-04-28 13:52:00,Transfer,Partner,Dog,Intact Female,pit bull mix,Black/White,4.0,No
A710421,Lady,2015-08-28 13:01:00,Transfer,Partner,Dog,Intact Female,boxer mix,Tan/White,36.0,No
A706563,Ricky,2015-07-04 10:31:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Black,3.0,No
A704578,,2015-06-06 19:14:00,Transfer,Partner,Dog,Intact Female,pit bull mix,White/Tan,2.0,No
A674422,Neville,2014-03-17 19:05:00,Transfer,Partner,Dog,Neutered Male,pointer/american pit bull terrier,White/Black,3.0,No
A692472,,2014-11-21 09:43:00,Euthanasia,Suffering,Cat,Intact Male,domestic shorthair mix,Brown Tabby,2.0,No
A676019,,2014-04-03 15:46:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Black Tabby,0.1,No
A666851,Chipmunk,2013-12-06 12:39:00,Adoption,,Dog,Spayed Female,border collie,Black/White,12.0,Yes
A692253,,2014-11-25 18:38:00,Transfer,SCRP,Cat,Unknown,domestic shorthair mix,Brown Tabby,12.0,No
A680317,Randy,2014-06-29 17:23:00,Adoption,Offsite,Cat,Neutered Male,domestic medium hair mix,Orange Tabby,2.0,No
A721052,,2016-02-20 13:00:00,Transfer,Partner,Dog,Intact Male,cairn terrier mix,Yellow,1.0,No
A669277,Emma,2013-12-18 17:22:00,Return_to_owner,,Dog,Spayed Female,golden retriever mix,Red,60.0,No
A711911,Apollo,2015-09-17 19:09:00,Adoption,,Dog,Neutered Male,anatol shepherd mix,Tan/White,36.0,No
A690451,Wilma,2014-11-02 16:04:00,Transfer,Partner,Dog,Spayed Female,border collie mix,Black/White,36.0,No
A710577,,2015-08-24 18:58:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Calico,0.75,No
A715257,Chuck,2015-12-08 15:17:00,Adoption,,Dog,Neutered Male,pointer/border collie,Black/White,11.0,No
A669649,Lola,2013-12-28 18:28:00,Adoption,,Dog,Spayed Female,labrador retriever/border collie,Black,12.0,No
A563725,Romeo,2015-12-12 11:09:00,Return_to_owner,,Dog,Neutered Male,labrador retriever/great pyrenees,White/Brown,72.0,No
A683238,Adam,2014-08-06 14:37:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Cream Tabby,12.0,No
A682973,,2014-07-05 14:04:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Brown Tabby,0.5,No
A711730,,2015-09-11 00:00:00,Transfer,Partner,Cat,Intact Female,domestic longhair mix,Brown Tabby,0.5,No
A684111,Sassafrass,2014-07-24 12:46:00,Transfer,Partner,Dog,Intact Female,labrador retriever mix,Black,3.0,No
A714662,Xia,2015-11-04 10:37:00,Transfer,Partner,Cat,Spayed Female,domestic shorthair mix,Calico,120.0,No
A696669,,2015-02-13 11:25:00,Transfer,Partner,Dog,Intact Female,pit bull mix,Brown Brindle,4.0,No
A687494,Vince,2014-09-13 15:24:00,Return_to_owner,,Dog,Neutered Male,chihuahua shorthair mix,Brown,108.0,No
A681365,,2014-06-19 18:30:00,Adoption,,Dog,Neutered Male,labrador retriever mix,Brown Brindle,2.0,No
A707747,,2015-07-17 11:37:00,Euthanasia,Suffering,Dog,Intact Male,chihuahua shorthair mix,Brown/Black,24.0,No
A691001,Finn,2014-11-02 17:30:00,Adoption,,Dog,Spayed Female,american bulldog mix,White,5.0,No
A688202,Willow,2014-09-20 18:28:00,Transfer,Partner,Dog,Intact Female,chihuahua shorthair mix,Brown/Cream,2.0,No
A715486,Coco,2015-11-16 13:29:00,Transfer,Partner,Dog,Intact Female,pharaoh hound mix,Black,9.0,No
A668829,Chevy,2013-12-20 16:58:00,Return_to_owner,,Dog,Neutered Male,pit bull mix,Black/White,12.0,No
A709464,Bandit,2015-08-09 17:12:00,Return_to_owner,,Dog,Intact Male,standard schnauzer mix,Tricolor,12.0,No
A671789,Sam,2014-02-03 16:48:00,Adoption,,Dog,Intact Male,miniature poodle/miniature schnauzer,Buff,24.0,No
A677592,,2014-04-26 17:03:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,Black Tabby,0.25,No
A702672,Cinnamon,2015-05-24 11:27:00,Adoption,,Dog,Spayed Female,australian cattle dog mix,Tricolor,2.0,No
A708811,Lovey,2015-09-04 16:04:00,Transfer,Partner,Cat,Spayed Female,domestic shorthair mix,Brown Tabby/White,60.0,No
A705224,,2015-06-15 13:59:00,Transfer,Partner,Cat,Intact Female,domestic longhair mix,Gray Tabby/White,1.0,No
A718004,Mufasa,2015-12-24 17:00:00,Adoption,,Dog,Neutered Male,great dane mix,Brown,24.0,No
A691686,Blue,2014-12-04 17:19:00,Transfer,Partner,Dog,Neutered Male,labrador retriever mix,Black/White,10.0,No
A696723,Rooster,2015-02-22 16:58:00,Return_to_owner,,Dog,Neutered Male,australian cattle dog/pit bull,Brown Merle/White,36.0,No
A664566,,2013-10-05 14:17:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,White,0.06666666666666667,No
A706679,Petunia,2015-07-13 12:29:00,Transfer,Partner,Dog,Spayed Female,lhasa apso mix,Black,132.0,No
A674220,Buster,2014-04-06 14:57:00,Adoption,,Dog,Neutered Male,pit bull mix,Blue/White,24.0,No
A665175,Stan,2013-12-27 18:24:00,Euthanasia,Behavior,Dog,Neutered Male,pit bull mix,Tan/White,12.0,No
A669567,,2013-12-28 16:21:00,Transfer,SCRP,Cat,Intact Male,domestic shorthair mix,Brown Tabby/White,24.0,No
A662402,Alex,2013-10-30 14:33:00,Adoption,Offsite,Cat,Neutered Male,domestic shorthair mix,Black,2.0,No
A687875,,2014-09-14 17:31:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Black/White,2.0,No
A696347,Jade,2015-02-09 17:11:00,Adoption,,Dog,Spayed Female,rat terrier mix,White/Black,24.0,No
A671104,Dum Dum,2014-01-19 11:23:00,Return_to_owner,,Cat,Spayed Female,domestic shorthair mix,Black/White,36.0,No
A682538,Brandy,2014-06-29 15:09:00,Transfer,Partner,Dog,Intact Female,dachshund wirehair mix,Tricolor/Chocolate,3.0,No
A664538,Madeline,2013-10-13 17:17:00,Adoption,,Dog,Spayed Female,queensland heeler mix,Blue Merle/Tan,12.0,No
A685598,Shadows,2014-08-29 15:46:00,Adoption,,Dog,Spayed Female,chihuahua shorthair mix,Black/Tan,24.0,No
A677160,Amps,2014-04-21 13:12:00,Return_to_owner,,Cat,Neutered Male,domestic shorthair mix,Brown Tabby,120.0,No
A683532,Jazzie,2014-07-19 18:19:00,Adoption,,Dog,Spayed Female,chihuahua shorthair mix,White,48.0,No
A699918,Bailey,2015-04-11 11:35:00,Adoption,,Dog,Spayed Female,rottweiler mix,Black/Brown,2.0,No
A683781,Athena,2014-08-25 17:16:00,Adoption,,Dog,Spayed Female,australian kelpie mix,Black/White,12.0,No
A681577,,2014-10-10 15:16:00,Adoption,Foster,Dog,Neutered Male,labrador retriever/blue lacy,Chocolate/White,4.0,No
A694662,Rex,2015-01-27 13:08:00,Return_to_owner,,Dog,Neutered Male,pit bull/german shepherd,Brown,12.0,No
A676746,Lincoln,2014-04-19 17:54:00,Adoption,,Dog,Neutered Male,jack russell terrier mix,White/Tan,12.0,No
A693626,Cody,2015-02-11 14:50:00,Adoption,,Dog,Neutered Male,australian cattle dog/anatol shepherd,Brown/White,12.0,No
A706572,,2015-07-03 13:59:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Black/White,0.5,No
A682022,,2014-06-23 14:10:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Black/White,1.0,No
A719112,Junie,2016-02-06 15:52:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Brown Tabby,3.0,No
A693048,Tyson,2014-12-08 11:31:00,Return_to_owner,,Dog,Intact Male,rat terrier mix,Black/Brown,132.0,No
A663580,Natasha,2013-12-27 19:38:00,Transfer,Partner,Cat,Spayed Female,domestic shorthair mix,Tortie,4.0,No
A654992,Luna,2013-11-07 11:45:00,Adoption,Foster,Cat,Spayed Female,domestic shorthair mix,Calico,6.0,No
